red_izo,CJ UZ Z,AJ UZ Z,CJ PP Z,AJ PP Z,MA DT Z,CJ DT Z,AJ DT Z,www,adresa,nazev_plny,red_naz,KODOK,NAZOK,NAZKR
600019136,,,,,,,,www.volny.cz/soustavebnizlin,"Zádveřice-Raková, Zádveřice 5, Vizovice",Střední odborné učiliště a Středisko praktického vyučování stavební s.r.o.,"SOU a SPV stavební, s.r.o.",3705,Zlín,Zlínský
600014487,35.9,48.6,30.0,58.5,23.1,33.4,38.9,www.souviz.cz,"Tyršova 874, Vizovice",Střední škola oděvní a služeb Vizovice,Střední škola oděvní a služeb Vizovice,3705,Zlín,Zlínský
691004960,,,,,,,,www.creativehill.cz,"Filmová 174, Zlín","Střední škola filmová, multimediální a počítačových technologií, s.r.o.","Střední škola film., mult. a poč. tech.",3705,Zlín,Zlínský
600025314,,,,,,,,ddspecskolyzlin.cz,"Lazy 3695, Zlín","Dětský domov, Mateřská škola, Základní škola a Praktická škola Zlín","DD, MŠ, ZŠ a PrŠ Zlín",3705,Zlín,Zlínský
600014398,58.9,65.4,71.0,68.5,69.8,69.2,70.9,www.gjszlin.cz,"náměstí T.G. Masaryka 2734-9, Zlín",Gymnázium a Jazyková škola s právem státní jazykové zkoušky Zlín,Gymnázium a Jazyková škola s právem SJZ,3705,Zlín,Zlínský
600014363,54.7,66.1,61.3,72.1,81.5,75.3,72.3,www.gymzl.cz,"Lesní čtvrť 1364, Zlín",Gymnázium Zlín - Lesní čtvrť,Gymnázium,3705,Zlín,Zlínský
600014410,28.5,45.8,34.1,61.4,51.4,57.2,61.4,www.oazlin.cz,"náměstí T.G.Masaryka 3669, Zlín",Obchodní akademie Tomáše Bati a Vyšší odborná škola ekonomická Zlín,Obch.akademie T.Bati a VOŠ ekonomická,3705,Zlín,Zlínský
600171051,31.9,38.5,38.3,39.6,36.7,38.6,46.3,www.spspzlin.cz,"Nad Ovčírnou 2528, Zlín",Střední průmyslová škola polytechnická - Centrum odborné přípravy Zlín,SPŠ polytechnická - COP Zlín,3705,Zlín,Zlínský
600014436,33.6,19.9,48.1,35.5,,42.5,32.4,www.sspgs-zlin.cz,"Česká 4787, Zlín","Střední škola pedagogická a sociální Zlín, s.r.o.","SŠ pedagogická a sociální,s.r.o.",3705,Zlín,Zlínský
600014355,50.2,61.4,53.0,52.5,70.8,54.0,57.2,http://www.spszl.cz,"tř. Tomáše Bati 4187, Zlín",Střední průmyslová škola Zlín,Střední průmyslová škola Zlín,3705,Zlín,Zlínský
600014461,39.4,22.7,45.8,42.4,40.4,33.5,32.6,www.gaozl.cz,"Štefánikova 3015, Zlín",Střední škola gastronomie a obchodu Zlín,Střední škola gastronomie a obchodu,3705,Zlín,Zlínský
600014452,31.1,33.2,44.2,31.2,30.4,34.8,27.5,www.strednihotelova.cz,"Dřevnická 1788, Zlín","Střední škola hotelová Zlín, s.r.o.","Střední škola hotelová Zlín, s.r.o.",3705,Zlín,Zlínský
600014479,34.7,49.8,21.9,32.9,35.0,39.5,37.4,www.ssot.cz,"nám. T. G. Masaryka 1279, Zlín",Střední škola obchodně technická s.r.o.,Střední škola obchodně technická s.r.o.,3705,Zlín,Zlínský
600019918,41.4,31.6,35.8,58.0,51.9,60.9,51.8,www.szsvzszlin.cz,"Broučkova 372, Zlín",Střední zdravotnická škola a Vyšší odborná škola zdravotnická Zlín,Střední zdrav. škola a VOŠ zdravotnická,3705,Zlín,Zlínský
600014614,26.3,42.3,22.2,31.8,31.0,31.7,32.2,http://www.sosbzenec.cz,"náměstí Svobody 318, Bzenec","Střední škola gastronomie, hotelnictví a lesnictví Bzenec",SŠ gastronomie hotelnictví a lesnictví,3706,Hodonín,Jihomoravský
600014673,44.3,45.4,57.3,58.3,67.0,69.6,70.2,http://www.gymhodonin.cz,"Legionářů 1, Hodonín","Gymnázium, Obchodní akademie a Jazyková škola s právem státní jazykové zkoušky Hodonín","Gy, OA a JŠ s právem státní JZ",3706,Hodonín,Jihomoravský
600171086,21.0,32.3,29.7,11.7,21.8,22.6,13.4,issho.cz,"Lipová alej 21, Hodonín","Integrovaná střední škola, Hodonín, Lipová alej 21",Integrovaná střední škola,3706,Hodonín,Jihomoravský
600014681,36.5,45.4,49.4,45.7,67.4,45.6,49.4,http://www.prumyslovka.cz,"Brandlova 32, Hodonín","Střední škola průmyslová a umělecká, Hodonín, Brandlova 32",SŠ průmyslová a umělecká,3706,Hodonín,Jihomoravský
600025438,,,,,,,,,"Vřesovice 243, Ježov","Základní škola speciální, Praktická škola a Dětský domov, Vřesovice 243","ZŠ spec., PrŠ a Dětský domov",3706,Hodonín,Jihomoravský
600014533,51.8,55.3,56.5,54.7,81.7,60.8,52.0,http://www.gymkyjov.cz,"Komenského 549, Kyjov",Klvaňovo gymnázium a Střední odborná škola zdravotnická a sociální Kyjov,Klvaňovo gymnázium a SOŠ zdr. a sociální,3706,Hodonín,Jihomoravský
600171094,18.7,37.9,22.1,27.9,41.0,17.1,35.8,http://www.sossoukyjov.cz,"Nádražní 471, Kyjov","Střední odborná škola a Střední odborné učiliště automobilní, Kyjov, Nádražní 471",SOŠ a SOU automobilní,3706,Hodonín,Jihomoravský
600014649,25.6,22.3,23.7,34.7,22.0,27.5,26.1,http://www.soukyjhavli.cz,"Havlíčkova 1223/17, Kyjov","Střední odborné učiliště, Kyjov, Havlíčkova 1223/17",Střední odborné učiliště,3706,Hodonín,Jihomoravský
600014541,63.1,56.9,79.7,54.1,72.8,74.8,69.4,http://www.gys.cz,"Masarykova 379, Strážnice","Purkyňovo gymnázium, Strážnice, Masarykova 379",Purkyňovo gymnázium,3706,Hodonín,Jihomoravský
600014665,42.8,22.4,54.0,24.7,7.4,22.9,13.1,http://www.hs-straznice.cz,"nám. Svobody 494, Strážnice","Střední škola hotelová, služeb a Veřejnosprávní akademie, s.r.o.","SŠ hotel., služeb a Veřejnosprávní akad.",3706,Hodonín,Jihomoravský
600014690,30.6,45.8,36.5,32.4,42.1,34.9,38.0,www.stredniskolastraznice.cz,"J. Skácela 890, Strážnice",Střední škola Strážnice,Střední škola,3706,Hodonín,Jihomoravský
600014622,29.3,46.5,41.1,40.2,43.6,40.7,46.6,http://www.oaveseli.cz,"Kollárova 1669, Veselí nad Moravou",Obchodní akademie a Střední odborné učiliště Veselí nad Moravou,Obchodní akademie a SOU,3706,Hodonín,Jihomoravský
600030971,,,,,,,,www.vuvisnove.cz,"Zámek 1, Višňové","Výchovný ústav, střední škola a školní jídelna Višňové, Zámek 1","Výchovný ústav,střední škola a škol.jíd.",3706,Hodonín,Jihomoravský
600014924,44.0,33.7,61.3,23.0,41.4,38.2,24.5,www.helenin.cz,"Hálkova 42, Jihlava","Střední uměleckoprůmyslová škola Jihlava - Helenín, Hálkova 42",Střední uměleckoprůmyslová škola,3707,Jihlava,Vysočina
600171795,68.1,59.5,79.4,57.9,34.9,38.5,27.6,www.farmeko.cz,"Znojemská 76, Jihlava","FARMEKO - Vyšší odborná škola zdravotnická a Střední odborná škola, s.r.o.","FARMEKO - VOŠ zdrav. a SOŠ,s.r.o.",3707,Jihlava,Vysočina
600014746,59.0,55.8,61.4,61.7,81.3,79.6,66.2,www.gymnaziumjihlava.cz,"Jana Masaryka 1, Jihlava",Gymnázium Jihlava,Gymnázium Jihlava,3707,Jihlava,Vysočina
600014827,44.0,30.6,56.8,22.6,39.9,35.6,36.6,www.mg-akademie.cz,"Jiráskova 2, Jihlava","Manažerská akademie - střední odborná škola, s.r.o.","Manažerská akademie - SOŠ, s.r.o.",3707,Jihlava,Vysočina
600014801,34.5,46.1,48.0,46.9,72.6,49.8,44.4,www.oa-ji.cz,"nám. Svobody 1, Jihlava",Obchodní akademie a Jazyková škola s právem státní jazykové zkoušky Jihlava,Obch.akademie a Jazyk.škola s právem SJZ,3707,Jihlava,Vysočina
600014771,39.2,56.1,41.3,41.5,11.9,37.1,21.3,www.sosmb.ji.cz,"Fibichova 978, Jihlava",Střední odborná škola sociální u Matky Boží Jihlava,SOŠ sociální u Matky Boží Jihlava,3707,Jihlava,Vysočina
600014851,34.0,44.1,57.4,34.5,,41.4,39.1,"www.susg.cz, www.vosg.cz","Křížová 18, Jihlava","Soukromá vyšší odborná škola grafická a Střední umělecká škola grafická, s.r.o.","Soukromá VOŠ a SUŠ grafická, s.r.o.",3707,Jihlava,Vysočina
600014932,58.4,55.3,65.3,57.6,,81.2,73.6,www.adfontes.cz,"Fibichova 18, Jihlava","Soukromé gymnázium AD FONTES, o.p.s.","Soukromé gymnázium AD FONTES, o.p.s.",3707,Jihlava,Vysočina
600014843,57.1,71.0,50.3,65.3,76.7,59.8,71.1,www.sps-jia.cz,"tř. Legionářů 3, Jihlava",Střední průmyslová škola Jihlava,Střední průmyslová škola Jihlava,3707,Jihlava,Vysočina
600014916,65.2,49.7,33.3,24.7,41.7,42.8,30.7,www.ssaji.cz,"Školní 1a, Jihlava",Střední škola automobilní Jihlava,Střední škola automobilní Jihlava,3707,Jihlava,Vysočina
600014894,46.4,39.7,42.5,40.9,64.3,35.8,31.5,sous-ji.cz,"Karoliny Světlé 2, Jihlava",Střední škola obchodu a služeb Jihlava,Střední škola obchodu a služeb Jihlava,3707,Jihlava,Vysočina
600171116,29.0,36.1,30.5,35.4,41.9,44.4,36.7,ssstavji.cz,"Žižkova 20, Jihlava",Střední škola stavební Jihlava,Střední škola stavební,3707,Jihlava,Vysočina
600014878,32.2,43.9,45.6,48.4,40.3,32.7,58.6,www.sstji.cz,"Polenská 2, Jihlava",Střední škola technická Jihlava,Střední škola technická Jihlava,3707,Jihlava,Vysočina
600019934,46.9,37.4,52.6,46.8,29.2,43.7,40.6,www.szs-ji.cz,"Husova 54, Jihlava",Střední zdravotnická škola a Vyšší odborná škola zdravotnická Jihlava,Střední zdravot.škola a VOŠ zdravotnická,3707,Jihlava,Vysočina
600014860,32.8,34.8,29.5,50.9,4.6,48.8,39.3,www.secrji.cz,"Rantířovská 9, Jihlava","Škola ekonomiky a cestovního ruchu, soukromá střední odborná škola s.r.o.","Škola ekonomiky a CR, soukr.  SOŠ s.r.o.",3707,Jihlava,Vysočina
651036232,52.7,47.6,39.5,24.4,48.1,46.7,38.0,www.trivis.cz,"Brněnská 2386/68, Jihlava","TRIVIS - Střední škola veřejnoprávní a Vyšší odborná škola bezpečnosti silniční dopravy Jihlava, s.r.o.",TRIVIS - SŠ veřejnopráv. a VOŠ bezp. SD,3707,Jihlava,Vysočina
618700684,,,,,,,,www.pomskola.cz,"Březinova 3659/31, Jihlava","Základní škola speciální a Praktická škola Jihlava, příspěvková organizace",Základní škola a Praktická škola,3707,Jihlava,Vysočina
600014754,43.0,63.0,61.8,68.0,48.3,63.0,60.8,www.gymnsostelc.cz,"Hradecká 235, Telč",Gymnázium Otokara Březiny a Střední odborná škola Telč,Gymnázium O. Březiny a SOŠ,3707,Jihlava,Vysočina
600014908,27.1,32.6,31.3,18.9,19.7,19.6,25.2,www.sskola-trest.cz,"K Valše 38, Třešť",Střední odborná škola a Střední odborné učiliště Třešť,SOŠ a SOU,3707,Jihlava,Vysočina
600015068,28.3,43.6,31.2,31.9,30.6,28.6,31.5,www.ssno.cz,"Holešovská 394, Bystřice pod Hostýnem",Střední škola nábytkářská a obchodní Bystřice pod Hostýnem,SŠ nábytk.a obch. Bystřice pod Hostýnem,3708,Kroměříž,Zlínský
600015050,52.5,60.8,68.8,65.8,84.1,72.5,65.0,www.gymhol.cz,"Palackého 524, Holešov",Gymnázium Ladislava Jaroše Holešov,Gymnázium L. Jaroše,3708,Kroměříž,Zlínský
600025624,,,,,,,,www.ouholesov.cz,"Nádražní 525, Holešov",Odborné učiliště a Základní škola praktická Holešov,OU a ZŠ praktická Holešov,3708,Kroměříž,Zlínský
680000054,36.3,70.6,35.7,44.5,71.3,68.3,62.1,www.spshol.cz,"Zlínská 991, Holešov",Vyšší policejní škola a Střední policejní škola Ministerstva vnitra v Holešově,Vyšší polic.škola a Střed.polic.škola MV,3708,Kroměříž,Zlínský
600030679,,,,,,,,,"U Revíru 47, Chvalčov","Výchovný ústav, střední škola a školní jídelna, Chvalčov, U Revíru 47","Vých.ústav, stř.škola a školní jídelna",3708,Kroměříž,Zlínský
600015033,57.0,59.2,69.8,63.9,85.0,78.2,59.5,www.agkm.cz,"Pilařova 3, Kroměříž",Arcibiskupské gymnázium v Kroměříži,Arcibiskupské gymnázium v Kroměříži,3708,Kroměříž,Zlínský
600014941,56.6,67.4,78.5,71.7,81.0,80.6,82.6,www.gymkrom.cz,"Masarykovo náměstí 496, Kroměříž",Gymnázium Kroměříž,Gymnázium Kroměříž,3708,Kroměříž,Zlínský
600014959,46.5,44.3,53.1,36.7,45.6,36.2,40.9,www.oakm.cz,"Obvodová 3503, Kroměříž",Obchodní akademie Kroměříž,Obchodní akademie Kroměříž,3708,Kroměříž,Zlínský
600015041,34.4,35.8,22.7,34.9,38.3,28.4,65.8,www.stratil.cz,"Bílanská 1827/3, Kroměříž",Střední odborná škola - PaedDr. Stratil s.r.o.,SOŠ - PaedDr. Stratil s.r.o.,3708,Kroměříž,Zlínský
600015092,36.4,46.5,38.5,46.4,21.5,28.2,37.6,www.hskm.cz,"Na Lindovce 1463, Kroměříž",Střední škola hotelová a služeb Kroměříž,SŠ hotelová a služeb Kroměříž,3708,Kroměříž,Zlínský
600171124,43.8,37.7,45.1,30.0,37.6,25.0,59.7,www.coptkm.cz,"Nábělkova 539, Kroměříž",Střední škola - Centrum odborné přípravy technické Kroměříž,Střední škola - COP technické Kroměříž,3708,Kroměříž,Zlínský
600020525,32.5,33.4,39.2,43.3,17.0,31.8,31.7,www.spos.cz,"Tovačovského 337, Kroměříž","Střední škola podnikatelská a Vyšší odborná škola, s.r.o.","Střední škola podnikatelská a VOŠ,s.r.o.",3708,Kroměříž,Zlínský
600019942,45.0,41.7,53.2,39.0,10.9,31.7,25.0,www.szskm.cz,"Albertova 4261, Kroměříž",Střední zdravotnická škola Kroměříž,Střední zdravotnická škola Kroměříž,3708,Kroměříž,Zlínský
600015076,56.1,64.7,68.4,60.8,69.2,77.5,79.1,www.vetkm.cz,"Koperníkova 1429, Kroměříž",Tauferova střední odborná škola veterinární Kroměříž,Tauferova SOŠ veterinární Kroměříž,3708,Kroměříž,Zlínský
600014991,44.5,62.2,59.0,48.6,41.9,47.8,35.5,www.ped-km.cz,"1. máje 221, Kroměříž",Vyšší odborná škola pedagogická a sociální a Střední pedagogická škola Kroměříž,VOŠ pedagog. a soc. a SPgŠ Kroměříž,3708,Kroměříž,Zlínský
600015106,34.5,52.9,33.6,47.2,35.0,30.9,49.0,www.vospaspsm. cz,"Štěchovice 4176, Kroměříž",Vyšší odborná škola potravinářská a Střední průmyslová škola mlékárenská Kroměříž,VOŠ potrav. a SPŠ mlékár. Kroměříž,3708,Kroměříž,Zlínský
600030695,,,,,,,,,"Zámecká 107, Střílky","Výchovný ústav, středisko výchovné péče HELP, základní škola a střední škola, Střílky, Zámecká 107","VÚ, SVP HELP, ZŠ a SŠ",3708,Kroměříž,Zlínský
600015149,59.3,89.2,87.3,75.0,95.0,95.5,87.2,http://www.gymnazium-konice.cz,"Tyršova 609, Konice",Základní škola a gymnázium města Konice,ZŠ a gymnázium města Konice,3709,Prostějov,Olomoucký
600015297,23.8,34.2,41.6,27.3,15.2,36.5,21.2,www.artsspv.cz,"Husovo nám. 2061, Prostějov","ART ECON - Střední škola Prostějov, s.r.o.","ART ECON-Střední škola Prostějov, s.r.o.",3709,Prostějov,Olomoucký
600015211,64.2,70.7,86.4,72.1,95.3,83.1,71.4,www.cmg.prostejov.cz,"Komenského 17, Prostějov",Cyrilometodějské gymnázium a mateřská škola v Prostějově,Cyrilometod. gymnázium a MŠ v Prostějově,3709,Prostějov,Olomoucký
600015157,57.3,58.0,67.1,50.7,71.7,64.9,61.5,www.gjwprostejov.cz,"Kollárova 3, Prostějov","Gymnázium Jiřího Wolkera, Prostějov, Kollárova 3",Gymnázium Jiřího Wolkera,3709,Prostějov,Olomoucký
600015173,38.4,41.5,36.1,45.9,55.5,54.9,49.2,oapv.cz,"Palackého 18, Prostějov","Obchodní akademie, Prostějov, Palackého 18",Obchodní akademie,3709,Prostějov,Olomoucký
600015301,63.9,66.2,81.9,71.2,82.4,71.3,67.9,www.rg.prostejov.cz,"Studentská 2, Prostějov","Reálné gymnázium a základní škola města Prostějova, Studentská ul. 2",Reálné gymnázium a ZŠ města Prostějova,3709,Prostějov,Olomoucký
600015246,56.9,43.2,52.2,46.8,63.4,38.8,39.4,www.sospo.eu,"Rejskova 2987/4, Prostějov","Střední odborná škola podnikání a obchodu, spol. s r.o.","SOŠ podnikání a obchodu, spol. s r.o.",3709,Prostějov,Olomoucký
610300580,24.1,28.1,23.8,32.4,47.3,41.9,42.5,spsasou.prostejov.cz,"Lidická 4, Prostějov","Střední odborná škola průmyslová a Střední odborné učiliště strojírenské, Prostějov, Lidická 4",SOŠ průmyslová a SOU strojírenské,3709,Prostějov,Olomoucký
600015289,31.2,32.4,53.8,21.5,19.5,19.7,17.9,http://souobch.pvskoly.cz,"nám. Edmunda Husserla 1, Prostějov","Střední odborné učiliště obchodní Prostějov, nám. Edmunda Husserla 1",SOU obchodní,3709,Prostějov,Olomoucký
610300971,,,,,,,,zsadd-prostejov.cz,"Lidická 86, Prostějov","Střední škola, Základní škola a Dětský domov Prostějov","SŠ, ZŠ a DD",3709,Prostějov,Olomoucký
600025667,,,,,,,,www.pvtetin.cz,"Tetín 1, Prostějov","Střední škola, základní škola a mateřská škola JISTOTA, o.p.s.","SŠ, ZŠ a MŠ JISTOTA, o.p.s.",3709,Prostějov,Olomoucký
600015319,25.3,,25.5,,37.9,23.6,,www.ssaprostejov.cz,"Vápenice 2977/9, Prostějov","Střední škola automobilní Prostějov, s.r.o.","Stř. škola automobilní Prostějov, s.r.o.",3709,Prostějov,Olomoucký
600015181,33.7,33.2,31.8,23.8,19.1,27.1,29.8,www.spso.cz,"Vápenice 1, Prostějov","Střední škola designu a módy, Prostějov",Střední škola designu a módy,3709,Prostějov,Olomoucký
600025641,,,,,,,,www.sezampv.cz,"Komenského 10, Prostějov","Střední škola, Základní škola a Mateřská škola Prostějov, Komenského 10","Střední škola, ZŠ a MŠ",3709,Prostějov,Olomoucký
600019951,41.7,36.6,50.7,33.7,30.0,28.8,33.1,www.szdravpv.cz,"Vápenice 3, Prostějov","Střední zdravotnická škola, Prostějov, Vápenice 3",Střední zdravotnická škola,3709,Prostějov,Olomoucký
600015165,35.0,35.7,31.3,27.5,50.7,63.6,55.4,www.svehlova.cz,"nám. Spojenců 17, Prostějov",Švehlova střední škola polytechnická Prostějov,Švehlova střední škola polytechnická,3709,Prostějov,Olomoucký
650003578,36.6,25.2,47.9,41.5,33.8,30.2,41.0,www.trivisprostejov.cz,"Havlíčkova 2920, Prostějov","TRIVIS - Střední škola veřejnoprávní Prostějov, s.r.o.","TRIVIS-Střední škola veřejnoprávní,s.r.o",3709,Prostějov,Olomoucký
600015335,45.9,55.1,53.4,50.9,59.8,58.0,58.4,gymsosmb.cz,"Tyršova 365, Moravské Budějovice","Gymnázium a Střední odborná škola, Moravské Budějovice, Tyršova 365",Gymnázium a SOŠ,3710,Třebíč,Vysočina
600015408,39.1,19.6,34.9,27.1,39.6,34.0,11.7,www.ssrs.cz,"Tovačovského sady 79, Moravské Budějovice",Střední škola řemesel a služeb Moravské Budějovice,Střední škola řemesel a služeb,3710,Třebíč,Vysočina
600025691,,,,,,,,www.specmb.cz,"Dobrovského 11, Moravské Budějovice","Základní škola a Praktická škola Moravské Budějovice, Dobrovského 11",Základní škola a Praktická škola,3710,Třebíč,Vysočina
600015343,51.7,68.4,73.6,50.1,85.6,81.7,77.9,www.gtr.cz,"Masarykovo nám. 9, Třebíč",Gymnázium Třebíč,Gymnázium Třebíč,3710,Třebíč,Vysočina
610250451,51.8,46.5,58.2,43.3,44.1,37.4,43.3,www.trhs.cz,"Sirotčí 4, Třebíč",Hotelová škola Třebíč,Hotelová škola Třebíč,3710,Třebíč,Vysočina
600015327,51.6,54.3,77.2,67.3,47.7,80.2,72.0,www.kgtrebic.cz,"Otmarova 22, Třebíč",Katolické gymnázium Třebíč,Katolické gymnázium,3710,Třebíč,Vysočina
600015351,51.3,53.8,44.0,53.8,63.0,54.5,61.5,www.oatrebic.cz,"Bráfova 9, Třebíč",Obchodní akademie Dr. Albína Bráfa a Jazyková škola s právem státní jazykové zkoušky Třebíč,OA a JŠ Třebíč,3710,Třebíč,Vysočina
600015360,39.2,40.8,57.5,26.8,14.4,28.1,23.7,www.ssos-sou.cz,"Znojemská 1027, Třebíč",Soukromá střední odborná škola a Střední odborné učiliště s.r.o.,Soukromá SOŠ a SOU s.r.o.,3710,Třebíč,Vysočina
610250574,40.6,62.4,36.2,40.2,64.4,50.7,63.6,www.spst.cz,"Manželů Curieových 734, Třebíč",Střední průmyslová škola Třebíč,Střední průmyslová škola Třebíč,3710,Třebíč,Vysočina
600015416,30.4,36.2,39.5,26.2,14.0,24.1,28.8,www.ssremesel.cz,"Demlova 890, Třebíč",Střední škola řemesel Třebíč,Střední škola řemesel,3710,Třebíč,Vysočina
600015441,40.5,44.1,45.4,52.4,66.9,46.8,42.5,www.stavtr.cz,"Kubišova 1214, Třebíč",Střední škola stavební Třebíč,Střední škola stavební Třebíč,3710,Třebíč,Vysočina
600015378,23.5,27.2,42.6,32.6,37.4,33.7,28.0,www.szstrebic.cz,"Žižkova 505, Třebíč","Vyšší odborná škola a Střední škola veterinární, zemědělská a zdravotnická Třebíč","VOŠ a SŠ veter., zeměd. a zdrav. Třebíč",3710,Třebíč,Vysočina
600015491,36.4,39.2,72.1,36.0,,17.7,13.5,http://csos.op.cz,"Husova 537, Bojkovice",Církevní střední odborná škola Bojkovice,Církevní střední odborná škola Bojkovice,3711,Uherské Hradiště,Zlínský
650002733,,,,,,,,www.vudds.cz,Místo 66,"Výchovný ústav, dětský domov se školou, základní škola, střední škola a školní jídelna, Místo 66","VÚ, DD se školou, ZŠ, SŠ a ŠJ",3711,Uherské Hradiště,Zlínský
650067231,27.9,54.0,43.7,38.8,60.2,47.9,57.2,www.sgv.cz,Velehrad č. 1,"Stojanovo gymnázium, Velehrad","Stojanovo gymnázium, Velehrad",3711,Uherské Hradiště,Zlínský
600015637,42.1,49.7,53.5,53.6,56.3,57.5,56.8,www.gymbuc.cz,"Součkova 500, Bučovice",Gymnázium a Obchodní akademie Bučovice,Gymnázium a Obchodní akademie,3712,Vyškov,Jihomoravský
600025837,,,,,,,,,"Zámek 1, Račice","Odborné učiliště a Dětský domov, Račice, Zámek 1",Odborné učiliště a Dětský domov,3712,Vyškov,Jihomoravský
600171141,31.6,35.9,35.0,33.4,28.3,38.1,43.1,www.iss-slavkov.eu,"Tyršova 479, Slavkov u Brna","Integrovaná střední škola, Slavkov u Brna, Tyršova 479",Integrovaná střední škola,3712,Vyškov,Jihomoravský
600015629,48.3,58.4,56.9,61.3,61.0,58.3,55.1,www.gykovy.cz,"Komenského 16/5, Vyškov",Gymnázium a Střední odborná škola zdravotnická a ekonomická Vyškov,Gy a SOŠ zdravotnická a ekonomická,3712,Vyškov,Jihomoravský
600025811,,,,,,,,,"sídl. Osvobození 55, Vyškov","Mateřská škola, Základní škola a Praktická škola, Vyškov, sídl. Osvobození 55","MŠ, ZŠ a SŠ",3712,Vyškov,Jihomoravský
600015670,33.3,37.4,41.4,29.3,33.9,34.8,42.8,www.sos-vyskov.cz,"Sochorova 15, Vyškov","Střední odborná škola a Střední odborné učiliště, Vyškov, Sochorova 15",SOŠ a SOU,3712,Vyškov,Jihomoravský
600015645,31.4,44.8,44.7,28.7,44.7,26.4,28.5,www.sspodnikani-vyskov.cz,"Purkyňova 308/39, Vyškov",Střední škola ekonomiky a podnikání Vyškov s.r.o.,Střední škola ekonom. a podnikání s.r.o.,3712,Vyškov,Jihomoravský
600015726,61.3,48.8,76.9,59.5,80.1,74.7,66.2,www.mkgym.cz,"Smetanova 168, Moravský Krumlov","Gymnázium, Moravský Krumlov, Smetanova 168",Gymnázium,3713,Znojmo,Jihomoravský
600015793,38.0,44.8,32.5,27.9,60.5,31.5,48.4,www.ssmk.eu,"nám. Klášterní 127, Moravský Krumlov","Střední škola dopravy, obchodu a služeb","Střední škola dopravy, obchodu a služeb",3713,Znojmo,Jihomoravský
600030989,,,,,,,,,"Nádražní 698, Moravský Krumlov","Výchovný ústav, dětský domov se školou, střední škola, základní škola a školní jídelna, Moravský Krumlov, Nádražní 698","Výchovný ústav,DD se školou, SŠ, ZŠ a ŠJ",3713,Znojmo,Jihomoravský
600015785,42.8,45.3,57.8,47.4,59.4,51.8,51.3,www.gpoa.cz,"Pontassievská 3, Znojmo","Gymnázium a Střední pedagogická škola, Obchodní akademie a Jazyková škola s právem státní jazykové zkoušky Znojmo","Gy, SPgŠ, OA a JŠ s právem státní JZ",3713,Znojmo,Jihomoravský
600015700,58.6,62.3,76.1,73.5,73.4,75.2,58.5,www.gymzn.cz,"Komenského náměstí 4, Znojmo",Gymnázium Dr. Karla Polesného Znojmo,Gymnázium Dr. Karla Polesného,3713,Znojmo,Jihomoravský
600025896,,,,,,,,,"Horní Česká 15, Znojmo","Mateřská škola, Základní škola a Praktická škola, Znojmo, Horní Česká 15","MŠ, ZŠ a Praktická škola",3713,Znojmo,Jihomoravský
600015751,32.8,38.1,46.8,37.4,41.6,35.8,39.9,,"Dvořákova 19, Znojmo","Střední odborná škola a Střední odborné učiliště, Znojmo, Dvořákova 19",SOŠ a SOU,3713,Znojmo,Jihomoravský
600015815,31.5,35.6,37.1,37.6,23.8,33.1,35.2,www.sousoszn.cz,"Přímětická 50, Znojmo","Střední odborné učiliště a Střední odborná škola SČMSD, Znojmo, s.r.o.","SOU a SOŠ SČMSD, Znojmo, s.r.o.",3713,Znojmo,Jihomoravský
600015823,38.5,63.6,53.5,50.3,30.5,33.4,55.7,www.podyji.cz,"Jarošova 14, Znojmo",Střední odborná škola Podyjí s.r.o.,Střední odborná škola Podyjí s.r.o.,3713,Znojmo,Jihomoravský
600015718,25.1,28.0,18.4,22.8,48.2,31.8,53.6,www.souuhelna.cz,"Uhelná 6, Znojmo",Střední škola technická Znojmo,Střední škola technická Znojmo,3713,Znojmo,Jihomoravský
600019985,37.5,28.0,46.9,24.9,35.9,28.3,34.2,www.szsz.cz,"Jana Palacha 8/956, Znojmo","Střední zdravotnická škola a Vyšší odborná škola zdravotnická, Znojmo, Jana Palacha 8",Střední zdravot.škola a VOŠ zdravotnická,3713,Znojmo,Jihomoravský
600016005,46.8,52.0,62.7,66.4,73.3,72.8,65.6,www.gybnp.cz,"Nádražní 760, Bystřice nad Pernštejnem",Gymnázium Bystřice nad Pernštejnem,Gymnázium Bystřice nad Pernštejnem,3714,Žďár nad Sázavou,Vysočina
600015891,41.1,43.0,28.8,42.8,29.9,33.1,38.0,szesby.cz,"Dr. Veselého 343, Bystřice nad Pernštejnem",Vyšší odborná škola a Střední odborná škola zemědělsko-technická Bystřice nad Pernštejnem,VOŠ a SOŠ Bystřice nad Pernštejnem,3714,Žďár nad Sázavou,Vysočina
600015904,62.8,54.8,63.6,63.1,75.5,68.8,68.9,http://gynome.nmnm.cz/,"Leandra Čecha 152, Nové Město na Moravě",Gymnázium Vincence Makovského se sportovními třídami Nové Město na Moravě,Gymnázium V.Makovského se sport. třídami,3714,Žďár nad Sázavou,Vysočina
610250523,43.6,22.0,40.7,31.7,18.1,25.5,23.2,www.sos-nmor.cz,"Bělisko 295, Nové Město na Moravě",Střední odborná škola Nové Město na Moravě,Střední odborná škola,3714,Žďár nad Sázavou,Vysočina
